,package,description,category
36049,,"['hearth', 'show', 'display', 'blood', 'type', 'rh', 'factor', 'record', 'blood', 'donation', 'time', 'notified', 'donate', 'blood', 'thank', 'saving', 'life']",Medical
36239,,"['since', 'launching', 'first', 'keyhealth', 'application', 'november', 'enhanced', 'application', 'considerably', 'order', 'improve', 'member', 'experience', 'line', 'keep', 'smart', 'keep', 'simple', 'philosophy', 'really', 'easy', 'following', 'functionality', 'available', 'application', 'emergency', 'select', 'netcare', 'logo', 'call', 'ambulance', 'view', 'electronic', 'membership', 'card', 'including', 'childrens', 'easy-er', 'card', 'easy', 'access', 'membership', 'information', 'ability', 'send', 'copy', 'printed', 'membership', 'card', 'healthcare', 'service', 'provider', 'via', 'e-mail', 'fax', 'qr', 'code', 'submit', 'correspondence/claims', 'document', 'scheme', 'view', 'document', 'e.g', 'tax', 'certificate', 'recent', 'statement', 'send', 'copy', 'via', 'e-mail', 'request', 'member', 'transaction', 'history', 'find', 'nearest', 'hospital', 'emergency', 'facility', 'navigation', 'function', 'direction', 'hospital', 'search', 'dsp', 'specialist', 'view', 'detail', 'view', 'health', 'booster', 'benefit', 'may', 'qualify', 'chat', 'consultant', 'online', 'u', 'viewing', 'calling', 'via', 'application', 'visit', 'facebook/twitter', 'selecting', 'relevant', 'logo', 'better', 'scaling', 'larger', 'device', 'dsp', 'search', 'selecting', 'hospital', 'specialist', 'additional', 'information', 'shown', 'search', 'result', 'hospital', 'network', 'netcare', 'life', 'full', 'address', 'province', 'town', 'suburb', 'locate', 'nearby', 'emergency', 'room', 'based', 'current', 'location', 'er', 'facility', 'search', 'view', 'benefit', 'mail', 'detail', 'benefit', 'brochure', 'member', 'essence', 'member', 'nominate', 'registered', 'general', 'practitioner', 'request', 'international', 'travel', 'letter', 'instantly']",Medical
36493,,"['list', 'medication', 'pill', 'anything', 'add', 'delete', 'item', 'list', 'phone', 'beat', 'clipboard', 'notebook']",Medical
36800,,"['learn', 'know', 'everything', 'become', 'good', 'nurse/or', 'learn', 'good', 'nurse', 'nurse', 'download', 'study', 'everything', 'intended', 'replace', 'official', 'formation', 'country', 'study', 'little', 'time', 'practicing', 'profession', 'still', 'much', 'learn', ""'ll"", 'able', 'find', 'training', 'following', 'aspect', 'basic', 'skill', 'useful', 'tip', 'knowledge', 'maternity', 'child-care', 'training', 'training', 'cna', 'dental', 'assistance', 'home', 'care', 'take', 'care', 'emergency', '-nclex', 'class', 'people', 'learn', 'english', 'specialized', 'nursing']",Medical
37112,,"['user-friendly', 'logbook', 'automatically', 'link', 'logbook', 'case', 'royal', 'college', 'anaesthetist', 'curriculum', 'relevant', 'journal', 'article', 'past', 'exam', 'question', 'final', 'frca', 'written', 'exam', 'developed', 'various', 'form', 'data', 'insertion', 'default', 'smart', 'form', 'display', 'procedure', 'anaesthetic', 'technique', 'based', 'speciality', 'selected', 'form', 'designed', 'mobile', 'phone', 'quickly', 'tap', 'available', 'option', 'logbook', 'report', 'printed', 'compliant', 'arcp', 'format', 'import', 'logbook', 'case', 'old', 'rcoa', 'logbook', 'export', 'entered', 'case', 'excel', 'file']",Medical
37130,,"['meld', 'calculator', 'model', 'end-stage', 'liver', 'disease', 'older', 'calculates', 'meld', 'score', 'quantify', 'end-stage', 'liver', 'disease', 'transplant', 'planning']",Medical
37164,,"['newest', 'version', 'includes', 'bug', 'fixing', 'licence', 'system', 'opening', 'patient', 'list']",Medical
37228,,"['ayurlog', 'national', 'journal', 'research', 'ayurved', 'science', 'anjras', 'peer-reviewed', 'open', 'access', 'electronic', 'journal', 'published', 'mudita', 'publication', 'journal', 'provides', 'forum', 'research', 'worker', 'ayurved', 'field', 'current', 'issue', 'challenge', 'society', 'regarding', 'health', 'awareness', 'diseased', 'condition', 'aim', 'journal', 'publish', 'research', 'article', 'ayurved', 'mission', 'journal', 'publish', 'advanced', 'theoretical', 'empirical', 'research', 'ayurved', 'noticeable', 'contribution', 'impact', 'development', 'discipline', 'preferably', 'practice', 'relevancy']",Medical
37257,,"['novorodenec', 'application', 'unique', 'solution', 'datalan', 'enables', 'effective', 'collection', 'diagnostic', 'information', 'newborn', 'transportation', 'allows', 'sharing', 'collected', 'data', 'processing', 'solution', 'vital', 'life', 'saving', 'situation', 'time', 'essence', 'application', 'capable', 'collecting', 'reviewing', 'structural', 'data', 'information', 'newborn', 'test', 'result', 'etc', 'multimedia', 'content', 'usg', 'photo', 'video', 'synchronized', 'remote', 'workplace', 'well', 'mobile', 'transportation', 'workplace', 'user', 'friendly', 'way', 'achieved', 'using', 'window', 'azure', 'cloud', 'infrastructure']",Medical
37286,,"['prepare', 'performing', 'external', 'fixation', 'fracture', 'reduction', 'procedure', 'interactive', 'guide']",Medical
37305,,"['associated', 'dxcare', 'solution', 'allows', 'record', 'dictation', 'assign', 'patient', 'patient', 'found', 'user', 'working', 'list', 'identified', 'bar', 'code', 'resulting', 'sound', 'file', 'sent', 'mail', 'workflow', 'status', 'hit', 'application', 'requires', 'installation', 'bridge', 'device', 'backoffice', 'dxcare']",Medical
37356,,"['ing/us', 'glucose', 'detector', 'blood', 'measure', 'sugar', 'level', 'blood', 'joke', 'scare', 'friend', 'press', 'finger', 'scanner', 'wait', 'result', 'color', 'device', 'mean', 'everything', 'good', 'bad', 'green', 'color', 'normal', 'orange', 'color', 'pre-diabetes', 'red', 'color', 'high', 'diabetes', 'pt-brasil', 'um', 'detector', 'de', 'glicose', 'sangue', 'gratis', 'para', 'medir', 'o', 'niveis', 'de', 'açucar', 'sangue', 'de', 'brincadeira', 'assuste', 'seus', 'amigo', 'basta', 'pressionar', 'dedo', 'scanner', 'e', 'aguardar', 'resultado', 'gostas', 'coloridas', 'aparelho', 'significa', 'se', 'está', 'tudo', 'bem', 'ou', 'ruim', 'cor', 'verde', 'está', 'normal', 'cor', 'laranja', 'pré-diabete', 'cor', 'vermelha', 'diabete', 'alta']",Medical
37492,,"['application', 'provider', 'analyze', 'various', 'ed', 'ehr']",Medical
37636,,"['nursing', 'log', 'track', 'side', 'last', 'used', 'feed', 'baby', 'pump', 'later', 'also', 'track', 'much', 'child', 'drink', 'bottle', 'many', 'time', 'child', 'dirtied', 'diaper', 'track', 'side', 'last', 'used', 'start', 'pressing', 'corrisponding', 'side', 'button', 'start', 'pumping', 'feeding', 'done', 'either', 'press', 'button', 'stop', 'timer', 'press', 'side', 'button', 'switch', 'side']",Medical
37904,,"['scoliometro', 'mimic', 'inclinometer', 'scoliometer', 'medical', 'tool', 'via', 'phone', 'accelerometer', 'sensor', 'aiding', 'scoliosis', 'screening']",Medical
37906,,"['kênh', 'thông', 'tin', 'dược', 'tổng', 'hợp']",Medical
38001,,"['official', '48th', 'union', 'world', 'conference', 'lung', 'health', 'union', 'world', 'conference', 'lung', 'health', 'world', 'largest', 'gathering', 'clinician', 'public', 'health', 'worker', 'health', 'programme', 'manager', 'policymakers', 'researcher', 'advocate', 'working', 'end', 'suffering', 'caused', 'tuberculosis', 'tb', 'lung', 'disease', 'focus', 'specifically', 'challenge', 'faced', 'low-', 'middle-income', 'country', 'ten', 'million', 'people', 'die', 'year', 'lung', 'disease', 'per', 'cent', 'live', 'resource-limited', 'country', 'theme', 'year', 'accelerating', 'toward', 'elimination', 'build', 'momentum', 'gathered', 'previous', 'year', 'work', 'towards', 'achieving', 'ambitious', 'goal', 'set', 'global', 'lung', 'health', 'agenda', 'focus', 'accelerate', 'toward', 'elimination', 'multiple', 'front', 'including', 'elimination', 'tb', 'tb', 'co-infections', 'stigma', 'surround', 'scaling', 'elimination', 'tobacco', 'elimination', 'local', 'global', 'threat', 'collective', 'lung', 'health']",Medical
38246,,"['basic', 'part', 'experimental', 'set', 'rehabilitation', 'post', 'stroke', 'patient', 'connects', 'microsoft', 'band', 'share', 'data', 'wpf', 'downloadable', 'separately', 'local', 'network']",Medical
38774,,"['symulus', 'vision', 'provides', 'live', 'video', 'feed', 'symulus', 'endoscope', 'camera', 'user', 'include', 'photo', 'video', 'recording', 'option', 'designed', 'work', 'symulus', 'high', 'fidelity', 'surgical', 'simulation', 'training', 'model', 'user', 'experience', 'de-coupled', 'hospital', 'meaning', 'practise', 'suture', 'home', 'interact', 'peer', 'supervisor', 'remote', 'environment']",Medical
38851,,"['tcm', 'clinic', 'aid', 'reference', 'guide', 'practitioner', 'student', 'traditional', 'chinese', 'medicine', 'acupuncturist', 'herbalist', 'used', 'diagnose', 'ailment', 'disease', 'diagnosis', 'done', 'licensed', 'acupuncturist', 'herbalist', 'key', 'search', 'relational', 'database', 'acupuncture', 'auricular', 'point', 'includes', 'image', 'acupuncture', 'point', 'includes', 'chinese', 'character', 'pinyin', 'tonemarks', 'acupuncture', 'point', 'includes', 'image', 'auricular', 'point', 'individual', 'herb', 'herbal', 'formula', 'includes', 'image', 'individual', 'herb', 'includes', 'chinese', 'character', 'pinyin', 'tonemarks', 'herb', 'herbal', 'formula', 'diagnosis', 'etiology', 'search', 'symptom', 'indication', 'also', 'search', 'specific', 'diagnosis', 'formula', 'herb', 'point', 'using', 'following', 'a.', 'diagnosis', 'etiology', 'searched', 'pathology', 'name', 'i.e.', ""'liver"", 'yang', 'rising', 'suggested', 'point', 'suggested', 'formula', 'b.', 'formula', 'name', 'searched', 'pinyin', 'english', 'name', 'ingredient', 'western', 'us', 'western', 'ailment', 'treat', 'c.', 'herb', 'name', 'searched', 'pinyin', 'english', 'botanical', 'latin', 'd.', 'point', 'searched', 'common', 'name', 'i.e.', ""'li4"", 'browse', 'drill', 'point', 'herb', 'formula', 'diagnosis', 'etiology', 'user', 'modification/editing', 'auricular', 'diagnosis', 'herb', 'formula', 'point', 'user', 'adding/deleting', 'auricular', 'diagnosis', 'herb', 'formula', 'point', 'purchase', 'following', 'add-on', 'part', 'base', 'product', 'purchased', 'within', 'tcm', 'clinic', 'aid', 'quiz', 'tcm', 'nutrition', 'shared', 'favorite', 'data', 'chinese', 'pronunciation', 'herb', 'formula', 'point', 'master', 'tung', 'point']",Medical
38868,,"['let', 'stop', 'diabetes', 'platform', 'main', 'purpose', 'transform', 'diabetic', 'superheroes', 'provide', 'powerful', 'tool', 'improve', 'life', 'time', 'blood', 'test', 'result', 'diabetic', 'share', 'anonymously', 'create', 'real', 'time', 'worldwide', 'map', 'illness', 'doctor', 'enhance', 'study', 'fatal', 'disease', 'project', 'creates', 'link', 'doctor', 'patient', 'primary', 'mechanism', 'monitoring', 'health', 'diabetic', 'user', 'add', 'blood', 'test', 'result', 'various', 'ways-', 'take', 'picture', 'say', 'type', 'track', 'control', 'evolution', 'sickness', 'statistic', 'show', 'current', 'week', 'default', 'allow', 'user', 'understand', 'effectively', 'decision', 'taking', 'right', 'one', 'provides', 'tip', 'recipe', 'exercise', 'challenge', 'award', 'look', 'forward', 'promote', 'healthier', 'lifestyle', 'shared', 'blood', 'test', 'result', 'used', 'create', 'map', 'diabetes', 'map', 'innovative', 'unique', 'part', 'entire', 'platform', 'centre', 'study', 'diabetes', 'worldwide', 'result', 'shared', 'anywhere', 'regardless', 'barrier', 'without', 'compromising', 'confidential', 'information', 'clustering', 'map', 'show', 'average', 'mg', 'dl', 'default', 'clicked', 'searched', 'display', 'detail', 'average', 'region', 'sex', 'age', 'diabetes', 'type', 'among', 'others']",Medical
38892,,"['let', 'stop', 'diabetes', 'premium', 'includes', 'inapp', 'purchase', 'pay', 'anything', 'else', 'without', 'ad', 'let', 'stop', 'diabetes', 'platform', 'main', 'purpose', 'transform', 'diabetic', 'superheroes', 'provide', 'powerful', 'tool', 'improve', 'life', 'time', 'blood', 'test', 'result', 'diabetic', 'share', 'anonymously', 'create', 'real', 'time', 'worldwide', 'map', 'illness', 'doctor', 'enhance', 'study', 'fatal', 'disease', 'project', 'creates', 'link', 'doctor', 'patient', 'primary', 'mechanism', 'monitoring', 'health', 'diabetic', 'user', 'add', 'blood', 'test', 'result', 'various', 'ways-', 'take', 'picture', 'say', 'type', 'track', 'control', 'evolution', 'sickness', 'statistic', 'show', 'current', 'week', 'default', 'allow', 'user', 'understand', 'effectively', 'decision', 'taking', 'right', 'one', 'provides', 'tip', 'recipe', 'exercise', 'challenge', 'award', 'look', 'forward', 'promote', 'healthier', 'lifestyle', 'shared', 'blood', 'test', 'result', 'used', 'create', 'map', 'diabetes', 'map', 'innovative', 'unique', 'part', 'entire', 'platform', 'centre', 'study', 'diabetes', 'worldwide', 'result', 'shared', 'anywhere', 'regardless', 'barrier', 'without', 'compromising', 'confidential', 'information', 'clustering', 'map', 'show', 'average', 'mg', 'dl', 'default', 'clicked', 'searched', 'display', 'detail', 'average', 'region', 'sex', 'age', 'diabetes', 'type', 'among', 'others']",Medical
38970,,"['optimum', 'hospice', 'mobile', 'application', 'included', 'optimum', 'hospice', 'solution', 'provides', 'hospice', 'discipline', 'ability', 'manage', 'schedule', 'view', 'important', 'patient', 'record', 'document', 'hospice', 'care', 'time', 'patient', 'offline', 'offline', 'capability', 'eliminates', 'headache', 'losing', 'data', 'documenting', 'online', 'connection', 'lost', 'also', 'allows', 'guaranteed', 'access', 'patient', 'historical', 'treatment', 'record', 'better', 'patient', 'care', 'keep', 'clinician', 'organized', 'offline', 'access', 'schedule', 'reduces', 'hour', 'documentation', 'increase', 'point-of-care', 'documentation', 'data', 'captured', 'offline', 'easily', 'synced', 'optimum', 'hospice', 'application', 'complete', 'medical', 'record', 'patient']",Medical
39034,,"['test', 'environment', 'crosstx', 'ass']",Medical
39054,,"['application', 'voice', 'recognition', 'utility', 'work', 'microphone', 'smartphone', 'cortana', 'allows', 'rewrite', 'word', 'spoken', 'user', 'display', 'text', 'user', 'hearing', 'deafness', 'problem', 'member', 'family', 'application', 'speak', 'smartphone', 'lyric', 'displayed', 'plain', 'text', 'user', 'complete', 'correct', 'text', 'really', 'useful', 'application', 'download']",Medical
39093,,"['pepid', 'give', 'healthcare', 'professional', 'tool', 'treat', 'patient', 'normal', 'workflow', 'whether', 'scene', 'en', 'route', 'bedside', 'tap', 'access', 'largest', 'drug', 'database', 'market', 'dosing', 'medical', 'calculator', 'high-res', 'pill', 'photo', 'illustration', 'much', 'updated', 'regularly', 'sure', 'current', 'information', 'available', 'independent', 'clinical', 'content', 'leading', 'healthcare', 'association', 'including', 'aaem', 'acep', 'fpin', 'suite', 'available', 'physician', 'nurse', 'student', 'resident', 'pharmacist', 'emts', 'paramedic', 'others']",Medical
39123,,"['register', 'bourdon', 'score', 'let', 'add', 'missed', 'entry', 'ignore', 'unnecessary', 'one', 'test', 'register', 'omission', 'error', 'self', 'correction', 'client', 'summary', 'show', 'average', 'response', 'time', 'average', 'deviation', 'history', 'available', 'look', 'work', 'earlier', 'test', 'run', 'desktop', 'mobile', 'device']",Medical
39145,,"['aaa', 'medical', 'mobile', 'nh', 'employee', 'medic', 'anywhere', 'help', 'work', 'organised', 'efficient', 'team', 'hospital', 'care', 'home', 'domiciliary', 'environment', 'aaa', 'group', 'based', 'dynamic', 'clinical', 'task', 'management', 'system', 'communication', 'shared', 'cloud', 'based', 'workflow', 'easy', 'aaa', ""'occasionally-connected"", 'work', 'data', 'connection', 'continues', 'work', 'area', 'connectivity', 'emergency', 'disaster', 'create', 'ward', 'add', 'treat', 'existing', 'patient', 'connection', 'access', 'terminal', 'importantly', 'whenever', 'data', 'shared', 'synched', 'group', 'connect', 'vitals', 'national', 'early', 'warning', 'score', 'news', 'pew', 'medication', 'handover', 'image', 'video', 'data', 'added', 'off-grid', 'ambulance', 'helicopter', 'unconnected', 'area', 'hospital', 'data', 'automatically', 'transmitted', 'soon', '2g\\3g', 'wi-fi', 'signal', 'becomes', 'available', 'secure', 'hipaa\\hitec\\gdpr', 'compliant', 'way', 'alarm', 'set', 'vital', 'sign', 'group', 'member', 'alerted', 'alarm', 'tripped', 'data', 'including', 'chat', '256bit', 'aes', 'encrypted', 'phone', 'transmitted', 'stored', 'geo-redundantly', 'microsoft', 'azure', 'cloud', 'full', 'featured', 'ehr', 'workflow', 'system', 'incorporates', 'extensive', 'communication', 'hub', 'patient', 'deteriorating', 'vital', 'sign', 'also', 'monitored', 'member', 'team', 'alerted', 'alarm', 'tripped', 'aaa', 'used', 'single', 'user', 'group', 'collaborate', 'share', 'data', 'job', 'member', 'invited', 'task', 'allocated', 'best', 'suited', 'best', 'qualified', 'least', 'busy', 'member', 'team', 'model', 'gps', 'aware', 'even', 'choose', 'member', 'closest', 'patient', 'task', 'useful', 'feature', 'domiciliary', 'home', 'care', 'user', 'aaa', 'start', 'building', 'accurate', 'working', 'model', 'hospital', 'uk', 'largest', 'built', 'missing', 'ask', 'u', 'add', 'ward', 'telephone', 'number', 'name', 'specialty', 'number', 'bed', 'floorplans', 'name', 'built', 'single', 'tap', 'dynamic', 'workflow', 'system', 'let', 'user', 'create', 'task', 'mimic', 'current', 'process', 'including', 'existing', 'stationary', 'task', 'applied', 'accurately', 'named', 'ward', 'bed', 'patient', 'correctly', 'named', 'location', 'familiar', 'way', 'working', 'environment', 'already', 'know', 'user', 'see', 'outstanding', 'task', 'task', 'ward', 'patient', 'old', 'overdue', 'task', 'access', 'full', 'patient', 'ehr', 'including', 'video', 'audio', 'image', 'note', 'available', 'even', 'off-grid', 'including', 'ability', 'create', 'appointment', 'reminder', 'integrate', 'existing', 'microsoft', 'apple', 'google', 'calendar', 'include', 'currently', 'uk', 'nh', 'hospital', 'dynamic', 'workflow', 'system', 'work', 'way', 'suit', 'stationary', 'form', 'encrypted', 'group', 'chat', 'onedrive', 'integration', 'secure', 'data', 'including', 'email', 'chat', '256bit', 'aes', 'encrypted', 'time', 'cloud', 'based', 'ms-azure', 'hipaa\\hitec', 'certified', 'data', 'centre', 'invite', 'consult', 'medic', 'group', 'add', 'patient', 'note', 'pdf', 'word', 'audio', 'video', 'image', 'icd10', 'lookup', 'reminder', 'full', 'calendar', 'integration', 'create', 'domiciliary', 'system', 'panic', 'alarm', 'feature', 'tell', 'colleague', 'phrase', 'library', 'r', 'news', 'feed', 'monitor', 'graph', 'vital', 'sign', 'quick', 'contact', 'dial', 'ward', 'medic', 'bleep', 'patient', 'create', 'group', 'member', 'many', 'active', 'profile', 'phone', 'time', 'live', 'tile', 'integration', 'group', 'activity']",Medical
39163,,"['provides', 'drug', 'information', 'z', 'format', 'useful', 'routine', 'life', 'provides', 'drug', 'detail', 'manufacturer', 'dose', 'side', 'effect', 'many', 'provides', 'information', '1000', 'medicine']",Medical
39253,,"['holoeyes', 'xr', 'application', 'see', '3d', 'structure', 'human', 'body', 'see', 'type', 'sample', '3d', 'application', 'whole', 'body', 'head', 'brain', 'liver', 'tooth', 'heart', 'information', '//xr.holoeyes.jp/']",Medical
39264,,"['yaş', 'kilo', 'cinsiyet', 'bilgilerini', 'girerek', 'vücut', 'kütle', 'indeksini', 'günlük', 'almanız', 'gereken', 'kaloriyi', 'yağsız', 'ağırlığınızı', 'ideal', 'kilonuzu', 'hesaplar', 'kilonuz', 'hakkında', 'yorum', 'yapar']",Medical
39267,,"['early', 'detection', 'disease', 'half', 'cure', 'application', 'meant', 'explain', 'important', 'common', 'disease', 'cause', 'symptom', 'identify', 'disease', 'application', 'guide', 'know', 'symptom', 'disease', 'early', 'information', 'reliable', 'submitted']",Medical
39363,,"['purpose', 'database', 'enable', 'patient', 'access', 'dermatology', 'image', 'doctor', 'pharmacist', 'nurse', 'must', 'image', 'database', 'explanation', 'patient', 'educational', 'purpose', 'however', 'database', 'educational', 'purpose', 'teach', 'dermatology', 'country', 'japan', 'usa', 'uk', 'germany', 'france', 'italy', 'canada']",Medical
39396,,"['eyesight', 'checker', 'simple', 'tool', 'regularly', 'check', 'monitor', 'eyesight', 'used', 'check', 'whether', 'glass', 'whether', 'read', 'small', 'print', 'show', 'letter', 'english', 'alfabet', 'different', 'font', 'size', 'indicates', 'smallest', 'letter', 'user', 'could', 'see', 'replacement', 'doctor', 'exam', 'used', 'aid', 'early', 'diagnosis', 'tool', 'eyesight', 'monitoring', 'utility']",Medical
39431,,"['connect', 'premier', 'health', 'online', 'go', 'functionality', 'full', 'southwest', 'ohio', 'largest', 'health', 'care', 'system', 'mobile', 'device', 'search', 'doctor', 'pay', 'hospital', 'bill', 'find', 'phone', 'number', 'access', 'health', 'wellness', 'information', 'news', 'career', 'opportunity', 'everything', 'mobile', 'device', 'desktop', 'laptop', 'computer', 'premier', 'health', 'carry', 'premier', 'health', 'everywhere', 'go', 'please', 'note', 'must', 'online']",Medical
39684,,"['obstructive', 'sleep', 'apnoea', 'osa', 'affect', 'approximately', 'adult', 'population', 'large', 'proportion', 'case', 'remain', 'undiagnosed', 'osa', 'obstructive', 'sleep', 'apnoea', 'stop', 'breathing', 'repeatively', 'sleep', 'airway', 'collapse', 'upper', 'airway', 'collapse', 'may', 'due', 'decreased', 'muscle', 'activity', 'increased', 'tissued', 'around', 'airway', 'structural', 'led', 'narrowed', 'airway', 'result', 'air', 'prevented', 'getting', 'lung', 'carbon', 'dioxide', 'level', 'blood', 'rise', 'sleep', 'disrupted', 'find', 'partner', 'member', 'family', 'risk', 'osa', 'sleep', 'quizz', 'find', 'medical', 'doctor', 'medical', 'distributor', 'area', 'using', 'map', 'locator', 'keep', 'daily', 'sleep', 'journal', 'diagnose', 'sleep', 'apnea']",Medical
39924,,"['cheaper', 'book', 'lot', 'practical', 'acupuncture', 'assistant', 'help', 'student', 'acupuncture', 'professional', 'quick', 'practical', 'access', 'traditional', 'chinese', 'medicine', 'point', 'suggestion', 'treatment', 'based', 'signal', 'symptom', 'everything', 'according', 'tcm', 'traditional', 'chinese', 'medicine', 'point', 'description', 'www.tcmpoints.com', 'full', 'description', 'acupuncture', 'point', 'illustration', 'regular', 'point', 'plus', 'extra', 'point', 'point', 'includes', 'original', 'chinese', 'name', 'meaning', 'name', 'point', 'category', 'localization', 'high', 'quality', 'image', 'point', 'action', 'point', 'indication', 'point', 'target', 'area', 'effect', 'unitary', 'channel', 'option', 'add', 'note', 'information', 'point', 'data', 'sync', 'device', 'included', 'suggestion', 'search', 'search', 'point', 'suggestion', 'according', 'sign', 'symptom', 'pattern', 'time', 'counter', 'patient', 'rest', 'time', 'control', 'buy', 'window', 'phone', 'tablet', 'acupuncture', 'assistant', 'acupuncture', 'point', 'atlas', 'quick', 'search', 'look', 'information', 'sign', 'symptom', 'desired', 'point', 'action', 'instantly', 'suggestion', 'adequate', 'point', 'treatment', 'application', 'starting', 'soon', 'suggestion', 'complains', 'please', 'feel', 'u', '//www.tcmpoints.com/contact/']",Medical
39938,,"['hand', 'held', 'tool', 'medical', 'staff', 'sample', 'collection', 'centre', 'spread', 'across', 'country', 'meant', 'used', 'individual/patient', 'undergoing', 'test', 'rt-pcr', 'result', 'available', 'using', 'portal', '//covid19cc.nic.in', 'sample', 'collection', 'facility', 'sending', 'sample', 'various', 'type', 'specimen', 'icmr', 'lab', 'conducting', 'rt-pcr', 'test', 'confirmation', 'covid19', 'advance', 'intimation', 'shared', 'icmr', 'user', 'read', 'term', 'condition', 'carefully', 'using', 'successful', 'saving', 'sample', 'collection', 'centre', 'user', 'also', 'view', 'pdf', 'listing', 'collection', 'detail']",Medical
40041,,"['extremely', 'simple', 'write', 'structured', 'professional', 'ultrasound', 'report', 'ever', 'highly', 'optimized', 'guideline', 'rsna', 'multiple', 'finding', 'option', 'dropdown', 'menu', 'select', 'twin', 'report', 'format', 'tabulated', 'descriptive', 'suite', 'preference']",Medical
40065,,"['ep', 'caliper', 'provides', 'electronic', 'caliper', 'measuring', 'interval', 'image', 'electrocardiogram', 'ecg', 'electrophysiologic', 'recording', 'electrophysiology', 'lab', 'electronic', 'caliper', 'included', 'part', 'recording', 'system', 'ep', 'caliper', 'provides', 'similar', 'electronic', 'caliper', 'window', 'computer', 'electronic', 'caliper', 'ep', 'caliper', 'accurate', 'easier', 'le', 'dangerous', 'mechanical', 'caliper', 'sharp', 'point', 'ep', 'caliper', 'open', 'analyze', 'ecg', 'stored', 'image', 'file', 'e.g', 'jpg', 'png', 'well', 'pdf', 'format', 'including', 'alivecor™', 'mobile', 'ecg', 'recording', 'transparent', 'window', 'used', 'make', 'measurement', 'image', 'desktop', 'browser', 'note', 'compatible', 'window']",Medical
40145,,"['alarm', 'system', 'eye', '-health', 'throughout', 'day', 'ai', 'repeatedly', 'check', 'eye', 'health', 'background', 'result', 'summarized', 'dashboard', ""'ll"", 'remind', 'short', 'research-based', 'exercise', 'pause', 'see', 'big', 'picture', 'even', 'work', 'long', 'hour', 'stay', 'healthy', 'productive', 'maybe', 'eye', 'pain', 'work', 'computer', 'maybe', 'back', 'pain', 'study', 'break', 'program', 'teach', 'useful', 'eye', 'exercise', 'medical', 'exactly', 'looking', 'medical', 'checkup', 'check', 'symptom', 'smart', 'medical', 'ki', 'learning', 'computer', 'science', 'learning', 'programming', 'thing', 'despair', 'health', 'especially', 'student', 'learns', 'us', 'many', 'learning', 'important', 'stay', 'healthy', 'maybe', 'make', 'thousand', 'flashcard', 'anki', 'protect', 'eye', 'eye', 'exercise', 'save', 'back', 'learn', 'pomodore', 'technique', 'overload', 'body', 'stay', 'healthy', 'back', 'pain', 'plenty', 'headache', 'headache', 'intervene', 'late', 'prevent', 'headache', 'problem', 'matter', ""'re"", 'going', 'school', 'studying', 'abitur', 'also', 'final', 'exam', 'exam', 'student', 'university', 'much', 'important', 'stay', 'healthy', 'student', 'study', 'planner', 'concentrated', 'work', 'also', 'question', 'health', 'concentration', 'study', 'concentrated', 'work', 'lot', 'computer', 'computer', 'work', 'thing', 'financial', 'world', 'financial', 'also', 'program', 'protect', 'health', 'portfolio', 'even', 'author', 'book', 'write', 'book', 'writing', 'open', 'book', 'exam', 'bachelor', 'thesis', 'master', 'thesis', 'much', 'easier']",Medical
40194,,"['application', 'emdr', 'therapist', 'light', 'and/or', 'sound', 'option', 'add', 'also', 'option', 'run', 'controlling', 'arduino', 'based', 'emdr', 'machine', 'description', 'arduino/hardware', 'part', '//www.element14.com/community/community/design-challenges/design-for-a-cause-2021/blog/2021/03/16/open-source-emdr-machine-1-initial-plan', 'note', 'unless', 'emdr', 'therapist']",Medical
